reviews.text,reviews.rating
purchased for my grandson. He loves it. When setting up be sure to update the software,5.0
It takes a little getting used to if you are used to Android,4.0
It needs the Internet to connect to your devices and play music. Sometimes you can be cut off. The rest of the time it is easy as can be.,4.0
"My baby boy has one, I knew my girl would love it as well. Fun games and the AppStore has access to new games and books.",4.0
Item work well and was easy to read from in day light,4.0
Great beginner tablet for kids I would recommend it,3.0
So much better than the original one I had. I would definitely buy another one.,5.0
"Battery life isn't great, but overall for what I paid it is a good tablet for my kids. I did inadvertently purchase the wrong color and when I returned to the store to exchange it, the store mgr was a bit of a jerk and would not allow me to do so, despite being Elite Plus and being under 45 days. That aside it's a good tablet, but I was very disappointed in the customer service issue.",4.0
No instructions on adding the memory card and how to move things to the card vs on internally.,4.0
I bought this for my 6 year old nephew for Christmas! He LOVES it and it has a great warranty!,5.0
Good product for a young child to play with without breaking,4.0
I bought this for my almost 3 year old niece and her dad told me she loves it! It has really cute educational games on it and is pretty much indestructible with the case on it. The only reason I didn't give it 5 stars is that the charger has broken already.,4.0
Great at home but still trying to figure out what apps work not connected to wifi,4.0
I I thought the buy For my child bc the kids mode but it was very poor,1.0
The images are crisp and text very easy to read. Apps are good and easy to navigate. Love it.,5.0
So far I haven't had any trouble with this tablet. Only thing that sucks is this I can't text from it. If anyone who's an app for it let me know! Thank you !,4.0
Kid prof and comes with free books and games I like it,5.0
grandson really enjoyed it Christmas. very easy to use,5.0
Quality comes with apps installed durrible love the case,5.0
"I like this ereader. It is a little small, but you can increase the font.",4.0
I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend.,5.0
We bought it for our granddaughter and she absolutely loved it!,5.0
This tablet has many educational games for a preschooler.,5.0
My 3 yr old son loves his tablet. He takes it almost everywhere and it keeps him entertained.,4.0
I love this tablet for kids .. it's so much fun for them .. great buy ...,5.0
Tablet is very easy to use and navigate the internet,5.0
I wanted a lighted ebook reader and also access to the internet in a small format. The Fire meets my needs at a great price.,5.0
This met my expectations and more. My granddaughter loves it. It's user friendly and has unlimited options for her. Would recommend to everyone!,5.0
"While the Fire hd8 tablet certainly will not perform like some of the more expensive units, for basic web surfing, email, and especially shopping on Amazons web site, this tablet performs well, although it will occasionally freeze while surfing some sites. The screen resolution is what I would call 'adequate', but not on par with other high resolution (and far more expensive) tablets out there.Overall, I am pleased with this tablet-so far.",4.0
"bought a few kindles in the past but this time one of it came defective. the port was bent and it was hard to charge but still possible. comes in 4 different color. was 16gb enough space for kids, has camera, ok quality not the best but ok for pics taken by kids",3.0
Bought this for my two yr old and she loves it not to mention super durable.,5.0
"great product to use , easy to setup and use.. with all amazon options",5.0
"Serves its purpose for the price. Would much rather have the iPad for ease of use, but it is well protected and good my my toddler to play with and not make me worry about it being broken.",4.0
I really liked the many facets of the Tablet. Presence of Alexa does provide opportunity for Adults to play and surprise by it.The only caveat is Amazon Free Time is for only 1 Year which Amazon should increase by atleast 1 year for Prime Members but thats more of service and no complains on Tablet.,5.0
It was all that my grandson wanted and didn't have to search everywhere to find it.,5.0
I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!,5.0
"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",3.0
I love my new Amazon Fire! I was very easy to use..,5.0
"I bought this tablet for my son, he loves it. He used to look up everything on his smartphone, and watched Netflix on it too, but this tablet beats it with speed and overall performance. It also takes really good pictures. Every member of my family owns one of the Kindle Fire tablets.",5.0
It is a perfect gift for kids and great warranty...,5.0
"I was looking for a tablet for my 5 year old. This tablet was definitely worth the price and it's not a ""kiddie"" tablet, as she calls them.",5.0
We got this tablet for our toddler. The setup was going great. Installed all the apps from Amazon and transferred them to his account. Then we went to load Netflix for him. To say it's been frustrating with the Netflix app is an understatement. We had to completely reset the tablet to factory settings twice. Netflix does not work well with this tablet. It either takes too long to load and times out or will not load at all. It takes several attempts to get Netflix to load but then it works. That's the only complaint. Other then that it's great.,4.0
It's the perfect tablet for a kid to watch cartoons and play games. The protection is awesome!,5.0
"I purchased the Amazon - Fire Kids Edition - 7 Tablet - 16gb for my 75 year old mother after she broke her old tablet by dropping it. It took her a few hours to get used to it. Now, I cannot separate her away from it because it entertains her in so many ways and best of all she can drop the tablet and it will still work.",5.0
Download can be slow at times.Overall good product.,4.0
"This product is significantly improved over my previously owned first generation Kindle and first generation Fire. The resolution is better, the programmable features are more numerous and the response is quicker.",5.0
My kids are 18 months and 4 and they love this tablet. It's easy for them to use and very lightweight,5.0
Great product. Highly recommended. Great value and great price,5.0
Good product with very nice price. Love it! Will return again.,5.0
i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,5.0
Good size for reading and screen is easy to read. Even in sun light this was very easy to read and it fit into n small bag to carry around,4.0
Set up for kids right out of the box. Can't beat Amazon's warranty either. Thanks for providing an outstanding product.,5.0
Simple to use and setup for a 2 years old toddler.,4.0
"purchased for my mother-in-law for Mothers Day, she is not a computer person, the ease of use was great for her!!! just touch the pic!!",5.0
I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,5.0
"Tablet has worked without a hitch. We bought it for my father, who is just shy of 80. With a couple of instructions, he's been using it without further assistance.",5.0
Bought for my grandson. He loves playing with it and enjoys the videos.,5.0
Great price great product would recommend this gift,5.0
Nothing is perfect (even IPad). But for what you can do with this product for this price it is real excellent. Have more than one. One for work and one for home.,5.0
"Kids love their Kindles!!! Amazon freetime allows them access to tons of age appropriate content. They love the games, apps and videos available to them based on their age. The only reason I give this 4 stars is due to the charging connectors. They are not ""kid friendly"" and the kids bent both of them upon the first time they unplugged their devices on their own. Otherwise, Kindle kids is amazing!!!",4.0
"Not a substitute for an iPad, but a really good tablet for reading and minimal internet usage.",3.0
"Never without my Amazon HD 8 - great for reading, games and surfing the networks.",5.0
got this as a gift for my boyfriend he loves that it is very convenient and easy to use.,4.0
We have an iPad but bought this for the kids unlimited prime content. We have enjoyed it and it has a lot that the iPad doesn't. The menu could be more friendly but I like the parental limits it has.,4.0
Very nice tablet. Durable if dropped. My grand daughter loves it.,5.0
This has been awesome. For my. 5 year old nephew. Keeps him entertained and it works great.,5.0
I would recommend this for kids ages 6 to 10. They can play al kinds of games that can be downloaded,5.0
I bought these for my niece and nephews for Christmas. They love them! They know how to turn them on and locate an app. I love being able to set time limits so they aren't on their tablets very often! Great investment!,5.0
This tablet is grrrrrrreeeeeeeeaaaaaattttttt for the children!,3.0
Very easy to handle. many books to choose from and very convenient,5.0
I love my kindle it makes it so much easier to read books instead of having to carry them with me,5.0
Good tablet for a 1 yr old. At first was not interested and still not but bought in in case and maybe one day if they decided to use it on a road trip. Good product for the price,5.0
I got this tablet for Skype calls and browsing. It's good if you don't have an ample scope of tasks,4.0
"I was worried that my son wasnt going to like the software, but he's having lots of fun with it",5.0
Picked this up for my two year old granddaughter. She loves it and its the first thing she picks up to play with. She can play a lot of the age appropriate games and can navigate around really easily. I even use it sometimes!,5.0
The Kindle is amazing. This is my second one. The price was misleading however as I had to pay something like another extra 30 bucks to get rid of the ads. Just know that,4.0
Will work well for the purpose it was purchased. My child will love the fun and games that he can play. Very child appropriate and user friendly. I would encourage any parent to buy this product.,4.0
This is a good size tablet! It is fast and responsive.,5.0
I purchase this tablet for my daughter's birthday and she absolutely loves it I am very pleased that she's not able to get online or to get on YouTube and watch crazy videos which she previously did with other tablets we have you actually get to pick the games and books to put on it you manage everything from the parent account and it is locked with your personal password and the kids can't get into it. I would say the only downfall is you cannot download anything from the Google Play store since it is an Amazon tablet.,5.0
"Had to get this tablet it was a great price and came with free amazon movies for a year, I just had to change the case.",5.0
"Easy to use, love the color and my daughter loves it. Easy to set up very happy with my purchase.",5.0
My daughter loves this tablet. She drops it and it keeps going. she can't put it down.,5.0
"My granddaughter is very happy great for kids to learn , reading help",4.0
"This tablet was a gift for my mother-in-law. She is technologically challenged and was able to set it up and use it with ease. Great multiuse tablet. The size is ok. Get the 8"" if you are like me and like a little more screamReal estate.",4.0
My 6 and 4 year old boys love it and so do the parents,5.0
This size holds more apps and content. It's pretty lightweight too.,4.0
"I purchased this tablet for my 4 year old daughter and its FANTASTIC! Its durable and very user friendly! Love all all the free educational games, movies & books!",5.0
"So I was trying this out before giving it to my son and ended up playing the games for like an hour! Some of the games are amazing quality! Just like the cartoon shows, but more interactive. We bought 2 for my twins to use on an upcoming plane ride and can't wait to see their reactions! Love it!",5.0
"I looked at multiple other brands, some cheaper by 20-40 bucks. This is the only one that guarantees your kid cant break it for 2 years!!!! Drinks have spilled on it, its been dropped, thrown sat on and not a thing wrong with it.",5.0
It is difficult to understand the instructions. I am still working on it.,3.0
"Works better than the 7"" Amazon Fire tablet I have. Better screen, faster processor and bigger to boot.",5.0
Good customer service during my quest to get a good deal and quality gadget.,4.0
Child loves it. Can be used for more than just a time killer. Can learn from it.,5.0
Tablet is easy for children to use and the battery lasts!,4.0
"Purchased as a gift, perfect for small children! Easy to use especially for children's apps with the touch screen.",4.0
"Purchased for my 3 year old, love that it comes with Kindle Freetime (which is almost $80 on it's own). It's perfect for curious fingers prone to swiping and clicking wherever, since the parental controls lock it down to keep them from being able to exit their own profile. Our first unit had an issue after updating the OS, but Amazon is amazing and exchanged the device, no questions asked. I would have gone through Best Buy, but our local one didn't have the pink one in stock anymore. I would have preferred that it didn't come with a camera or microphone for privacy reasons (my older kids 3 year old Kindle Fire HDs don't have a camera or microphone). All-in-all, it is a great device for little ones, but definitely enough power and features to grow with them.",5.0
The Fire HD8 strikes an excellent balance between performance and price. It has many of the features you'd want in a tablet for a fraction of the cost. Works flawlessly for reading and video streaming.,5.0
"Great Product, User Friendly and can't be beaten for the promotion prices.",4.0
my son loves his new tablet. now he can play his games without making a mess of my phone.,4.0
Just what she needed to keep her interested in short games & letters,5.0
The protective rubber guard works so well. Easy parental controls,5.0
This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.,4.0
This was the first tablet we purchased for our kids and love it.,4.0
Excellent Reader and Product for the price. Very easy to use,5.0
"Great price, great item and high quality, simple to buy on line and pick up",5.0
Great for kids. My grandson (5 years) is very happy with it,4.0
Does everything we wanted. Great value for the price.,5.0
"Its a decent reader for beginners. There is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.",3.0
"I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use, it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend, I would, but would make sure they knew what I use it for.",4.0
This is just the right size and can put games on it just like an iPad.,5.0
"Used it and looks very paper like. They integrated the simplest form of an e reader, which makes it stand out for its use.",5.0
"I got this for my kid, because it is tailored for kids. They liked it and it worked.",5.0
My grandson loved this. He is 4 and it was perfect.,5.0
"It's was on sale on this color,put the play store and made it real Android tablet",4.0
"It is so easy to use it is super light, and makes a book to read with no effort at all!",5.0
"Bought for 4yr old, so older kids would stop saying don't touch that. Comes with durable child case. Large enough to see and hold, but small enough to carry. Easy to use and can download favorite stuff.",4.0
I bout this item for my granddaughter for Christmas. It has games that she enjoys playing The case protects the device very well. It also can be set up for age appropriate games etc. As she gets older you can change that. It is bigger than an iPod and smaller than an iPad and has a better price. Since it is a google device you can go there to get more apps,5.0
"I love that the kids can only do what you allow them to they can't get to the internet unless you put it on there profile which I don't because I have a four and 2 year old, there apps are very easily accessed and are big so they can b seen very well . also these tablets double and can b used as a regular tablet for grown ups",5.0
Amazing video quality easy to maneuver wonderful screen size easy set up,5.0
"My granddaughter like's her tablet, she has learning a lot.the case is durable and I was glad that the case came in pink.",5.0
This was a great purchase and would definitely buy this again. The reason I didn't give it 5 stars is a programmer glitch. They need to fix screen where little ones can't stop or change icons while they are watching or playing games. Frustrating for two year old to stop cartoons by accidentally touching screen,4.0
This is my 2nd tablet and it works great with downloading,4.0
Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,5.0
"I've purchased other kids tablets, but this is the best. It's user friendly and interactive. My grandson carries it with him where ever he goes.",5.0
Tablets are excellent for Youth Sunday School class.,5.0
Excellent for what you pay and always good shopping at Bestbuy,5.0
I really like it my complants is that it gives them to many choices that they try to pick all of the apps.,4.0
I'm enjoying the ease of having several reading options without the bulk.,5.0
Amazon has consistently delivered quality tablets at the best prices and this is no exception.,4.0
I got it for my grand daughter's third birthday. The memory is small with the original purchase but you can buy more and I was okay with that.,4.0
"(accidentally posted the wrong review for wrong tablet earlier)This tablet is a steal for the price. I have an old version but bought this one for my sister. You can read books, magazines, stream shows, play games, stream music, and use almost any big named app you can get on google play or apple store. It also gives you a month free of Amazon Prime which gives you so much more to do with this tablet. Honestly considering buying one myself a new one.",5.0
It is great to be able to have all you books in the same place...,5.0
"Great apps, excellent price, my kids really enjoy it",5.0
Love the apps. His old fire stood up to significant wear/tear and drops. So I'm expecting the same with this one. 2 year warranty gives piece of mind.,5.0
Thanks. We really like this tablet . It's easy to use,5.0
"Got this for my grand niece, she loves it. Can't beat it for the price.",4.0
I have enjoyed using the Fire HD. It is fast and easy to use. I also appreciate all the things it will do.,5.0
The Apple Watch is great. I am very happy with the purchase.,5.0
Love to rad my books with my kindle and download straight from my device. So easy and safe. Lovit. Thanks Best Buy,5.0
Bought for Christmas for 6 and 8 year old granddaughters. Both girls loved it and have said it was their favorite gift.,5.0
My son is 3 and he loves this tablet. It is very educational and worth the money,5.0
"Didnt know how much i'd use a kindle so went for the lower end. im happy with it, even if its a little dark",4.0
This was a replacement for another fire. It's the best tablet we've had and does everything we need it to.,5.0
I bought this for a family member with a disability. I didn't see any reviews for this purpose but so far it is working well. I felt the case would help if it was accidentally dropped.,5.0
"Really great love tge tablet really easy for my daughter, learning! I do wish it had more storage, and more items for kids. But we do love the tablet.",4.0
They had the tablet in stock and it is nice that it has the child settings,5.0
This tablet is for my daughter and she absolutely loves it!,5.0
Bought this for my Granddaughter's 10th birthday. She LOVES it!!! The protective case it is in is AWESOME and the perfect pink for a girl!,5.0
I bought these for my five and six-year-olds and they love the games and educational apps that come with it loaded from Amazon prime for free for a whole year. Great value for the money I will be referring this product to all of my friends.,5.0
I bought this for reading/listening books. Love the availability to expand the memory. Now I can load movies and tons of books! :-),5.0
The only draw back to this device is no internet service included. My 1 year old granddaugther loves hers and I don't leave home without it.,5.0
"these tablets work wonders for my needs, i didnt need a tablet to work, only for web browsing and play some games. nothing fancy, this tablet fits perfectly for that. and the price...pff perfect. ! you wont find this quality cheaper.",5.0
Good little tablet for media. Lack of built in Google apps is annoying but can be bypassed without rooting.,4.0
"I've purchased 5 of these for my kids the last few years. While they are playing a tablet or two, I keep the other tablets charged. I've enjoyed using them myself.",4.0
I have not stopped reading on this amazon fire. Love it!!,5.0
We bought three including one for my 2 year old. We all love it! The only complaint is the volume. There is one speaker and so the sound is obviously lower than most other tablets with two speakers. It doesn't bother us too much but that's why we give it 4/5 stars. Overall a great tablet.,4.0
Great tablet for kids to learn puzzles and letters. Has tons of activities for children and a full tablet for adults perfect if you have pime!,5.0
I'll give it 3 starts because it's a decent tablet. But if the screen messes up when I'm trying to use it i can't imagine how my granddaughter feels.,3.0
My Grandson loves his tablet we got him. Very safe,5.0
I loooooove this tablet as well as my 3 year old with all the kids apps make it way more fun and safe for kids to enjoy,5.0
Hey we bought this for our 2 year old grandson and he loves it. Very easy to use and very durable!,5.0
Quality comes with apps installed durrible love the case,5.0
"can not do without my kindle fire.I had an earlier model 4 years ago.it is still going , just wanted a backup.",5.0
"I bought my Kindle because I heard it was good for reading in direct sunlight. I’ve got a bay window I like to read at and other tablets I’ve read on produce a lot of glare. This has zero glare and I can’t wait to take it camping this Spring/Summer/Fall. A side note, this is way lighter than any book (as you may have guessed). I like to read on my back and having this has drastically increased the amount of time I can read for.",5.0
I bought this for my grandson and it hasn't disappointed me at all! He loves his tablet! I am looking at buying his sister one next!,5.0
I purchased the kindle light because I love to read and needed something that would not die quickly. I also needed something smaller and lighter that could go anywhere with me. I love my purchase and a must have for all book worms.,5.0
Great tablet with a lot of features. Great price too.,4.0
I love my kindle it makes it so much easier to read books instead of having to carry them with me,5.0
I bought this tablet for it's inexpensive price and quality. it's meant to be a portal to be able to purchase more products from Amazon and services but it really is a high-quality product.,5.0
This is a very good tablet. The only con is you may have to reboot it too often.,4.0
Great for reading. Best part is its light weight and long battery life.,5.0
Great learning apps. My 3 year old won't put it down.,5.0
It is a solid product great for kids I like it a lot,4.0
The sleek design and colors available for small kids is good. The tablet is a nice price and useful.,3.0
I purchased this tablet for my grandson who is 4 years old. He loves it!,4.0
Bought this for my 3 year old grandson and he loves it good learning tool along with great fun for him!,5.0
Gift for great nephew. Have 2 that are 5 and 6 y/o. Both love these tablets because each got one. Play with them as much as Mom allows.,5.0
"You have the ability to set up on and off times for your child's profile. The apps are good and adults can use it as well, because you can have multiple password protected profiles on the tablet at once. This was perfect for my five year old on a five thousand mile plus plane trip.",5.0
"I purchase 2 on Super Bowl Sunday for my 5 & 7 year old birthday. It was the perfect gift, because the 2 love their gift. The tablets was for a girl and a boy, so I purchase a pink & a blue. The tablet is very child proof.",5.0
"This Amazon Fire is better then I expected. It does exactly what I need it to do. Fits in my bag, very light weight. Love that I can carry so many book on one device.",5.0
Great product easy to set up and use my child loves it,5.0
A bargain for the price especially for the coverage of the warranty. A gift for my 4 year old granddaughter. Things can happen to it. She absolutely loves it and pretty easy to use!,5.0
"She loves it, plays with it everyday all day. Thanks",4.0
This tablet is great for kids my grandson is sick and he absolutely loves it,5.0
My wife loves the tablet! She's only using it for internet so far and it has worked flawlessly!,5.0
"Great choice, battery life outstanding, many kid friendly features.",5.0
"My 3 1/2 year old grandson son LOVES this ""big game"" as he calls it.",5.0
I bought this for my husband for Christmas since our daughter uses the other tablet all the time. He has barely put it down since he opened it!! He uses it mostly for reading and some internet browsing. Overall I am happy with the product and have had no issues so far.,5.0
"Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also, so she can find more books anytime she wants.",4.0
"I love that this is a real adult tablet with kids programming installed. Biggest downfall is that my son has trouble switching from app to app, otherwise I'd give it 5 stars. The pull up menu eat the bottom isn't very responsive to his little hands.",4.0
Have been using my kindle app on my iPad for years but now can't Imagine using anything besides my kindle to read. Love the backlight so I can read at night.,5.0
This product was purchased for my Grandson. He had a fire 6. He however loves the HD 8. He uses it for music & gaming mostly. Great electronic device.,5.0
I thought it would be good for my 2year old he does awesome on a iPad but could not get the hang of the kindle fire,4.0
Got one for my 4yr old. She loves it. It's very durable. I love that I can switch accounts and use it for myself too.,5.0
My daughter like the tablet and she use the tabet everday,4.0
My 2 years old daughter really likes it. It's friendly and easy to use.,4.0
We brought this as a replacement for the fifteen to fifty books my daughter wanted to take with her to Hawaii. Books of course would weigh a lot and there be no room for cloths. Pesky airline and their poundage issues. Now she can take a hundred books and she has a mini computer. It's a win win but no win for the airlines!,5.0
"I bought this for my daughter. It's a little limited in what it can do, but she loves it. She's a little too young to understand the games, but she loves watching cartoons on it.",5.0
I bought this tablet to replace one I had (different brand) that was worn out. This is a pretty good tablet for the price. I just wanted something to use til I could get something bigger. I've had no problems with it other than some of the games I played on my other one not being available on the Fire.,4.0
My daughter loves her kindle and it's larger than the previous one she had. She enjoys it!,5.0
BOUGHT FOR MY GRANDKIDS AGES 5-10 AND THEY LOVED IT,4.0
I purchased this tablet for my grandmother to use. She loves it. It is easy to navigate for her. The only thing that annoys her is when the apps need to be updated. She does not have internet at home so she has to wait to update her apps when she visits family (who has internet service).,4.0
These were ordered one for 4 year old and then ordered second one for 2 year old. They are easy to use and age appropriate apps for each of them.,4.0
"I have two of these for my kids. Ages 2 and 3. They are great for them to watch cartoons and they are slowly getting into the puzzles, books and games on them. Easy to setup and link to amazon account. Only gave it 4 stars because the one downfall is that these tablets are bit on the slow side when either downloading content or loading up some videos. Kids are less patient than adults you know. Overall, well worth the money.",4.0
"Super slow, not of decent quality.I would not buy another. Memory on it is lacking for 8 gig. I will not recommend it to anyone",2.0
"So I bought my little guys these tablets... so that I could repossess my IPad. Love the free time app but who could've imagined they wouldn't play NETFLIX!! So now... I'm out the money for the tablet and still don't have my iPad back... and yes, I called Amazon numerous times... they work after the fix, but the next time they go to use them they don't work again... the fix takes several minutes as it's force stopping the app, clearing cache then doing a hard restart... then you have to wait to restart Netflix.... oh and sometimes you have to do it numerous times before it works... if it works at all",2.0
"Excellent product,my children love this item. Thanks",5.0
"Boxed well, easy to set up, and pretty easy to get the hang of.",5.0
Great selections. Hard to find assistance at times.,5.0
"My daughter loves playing with this. There are so many features, that it keeps her busy.",4.0
Small & without audio but easy to use. Able to connect to Amazon account & Goodreads account easily. The only thing I hate is that I have to keep restarting it if I want to get out of a ebook that I’m currently reading,5.0
"Replaced a kindle 6 that crashed so fare everything is great. Larger screen fast response,more storage. Don't have to charge as often. Well pleased.",5.0
I am very satisfied with my purchase my girlfriend is very happy,5.0
I bought this as a gift for my grandkids. They absolutely love it!,5.0
"What is there to say, but that I love it. Functions well, and lasts a long time.",5.0
Great learning tool with extensive amounts of material to use. Accident proof bumper a big plus!,5.0
Great for my kids and is easy to block purchases. Even better if you have amazon prime.,5.0
Great idea for a 5 years old. very secure and good contents for that age.,5.0
Excellent product very good piece strongly recommend,5.0
Much sleeker and touch response is better. Even wifi connection seems faster might be due to new processor and increase in RAM,5.0
"Searched around for the perfect tablet for my 3 year old. After testing tablets in stores and reading reviews online the kids fire stood out. The 2 year warranty and free year access to kids content is amazing. The soft foam case provides coverage for drops, the battery life is good for a few hours of play time and the charge time is quick after. For the money this tablet cannot be beat , only minor issue ive noticed is having connection issue with networks at times but this is can be fixed by disconcerting and reconnecting to network. Overall this is a Best Buy for the money, tablet can also be used for adults when you exit the free time app.",4.0
"he loved it was a great gift easy to use, small and great",5.0
Easy to set up and durable grandpa dropped it and no issues,5.0
"Bought this for my son, it's been through some stuff and still going strong",5.0
"Purchased this for my grandchildren for Christmas and they absolutely love it, haven't put it down since they received them...Thanks Best Buy!!!",5.0
"Love the parental controls and more storage than previous models, but still seems to run out.",4.0
Haven't had any issues until recently my son's tablet won't charge anymore. Called geek support but they couldn't locate warranty so I'll have to go in,4.0
"It freezes a lot. Lots of problems getting games to cooperate. But overall, my son loves it.",4.0
"I bought this tablet for my daughter who was turning 2 - but also because we were taking an 8 hour road trip and wanted her to be occupied. The games are very toddler user friendly and when she gets mad and throws it, it doesn't effect the tablet. My only issue is that the charger doesn't stay secure in the charger spot (sorry I don't know the technical terms haha) so sometimes I will think it is charging and in fact it is not. I recommend buying the warranty for issues like that.",5.0
"MY DAUTHER LOVES THIS TABLET, IS EXCELLENT FOR A 3 YEARS OLD CHILDREN",5.0
"This is just perfect for my 7 year old nothing fancy, parental control is a bit confusing but i got it now, the case is perfect to keep it.safe just get a sd card for extra memory",5.0
"nice item, and cute. the tablet is difficult to navigate",4.0
very good product and service will refer a friend.,5.0
"I was pleasantly surprised to see the Kindle for sale IN the store!! I love my Kindle, especially since I was able to expand the memory! I love that it's portable, to be honest, when given the choice, I find my self on my Kindle over my laptop.The only thing I can complain about, is why in the world Amazon choose s to make it nearly a miracle to find a case for its most popular model?????If you don't have a Kindle, you don't know what your missing!!",5.0
"My son is constantly distracted and loves technology. Him being only two years old, this proved to be the perfect thing to keep him occupied and out of trouble.",5.0
I can't update Facebook and a few other apps. It's not what I expected.,2.0
"Love the case, table works very well, easy to download game and apps, but the life of the battery is not great. The battery fully charged only last about 3-4 hours",4.0
Purchased as a replacement for a Kindle and it functions well as a Kindle and a tablet.,5.0
My son's love there tablet. Great but for the price,5.0
Bought this for my grandson. The first one had issues and Best Buy exchanged it. My grandson loves it!!!,5.0
"Samsung Experience Professionals Jon, Neil and Tony were an ideal match for someone looking to upgrade to a new phone. The sales deal was unbelievable - $200 Best Buy card upon upgrade to a Galaxy 7 phone. The sales points that won my business were battery life and charging power. New phone can connect wireless charge without adapter. I am a very happy customer.",5.0
"My 3 1/2 year old grandson son LOVES this ""big game"" as he calls it.",5.0
My niece loved it! I love that it is designed especially for kids. She,5.0
This was a gift for Christmas. We bought this on a black Friday sale. Price was reasonable,5.0
"Got this to replace my iPhone that my daughter constantly has to have to watch her Elmo videos. This is a durable perfect solution. She understands most of the apps and can navigate to watch whatever she wants. This comes with a warranty that if she does anything to break it, it will be replaced for free. That was the final selling point I needed!",5.0
Great product easy to use. My niece loves it won't put it down.,5.0
My 4 year old love to watch movies and this is perfect for him!,5.0
I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,5.0
My order came on time and great price. This item is a gift for a family member.,4.0
Bought for my children. Holds plenty of apps. Safe to use with parental controls. Pretty durable but definitely recommend buying a screensaver and case for it.,5.0
I bought this primarily to be used as a Kindle eReader and this is a good product for this cost.. The only drawback is that I cannot access all the apps available on the Google PlayStore and have to be content with what is available on the Amazon app store.,5.0
"Fought it for a long time, but Kindle is awesome. The newer version with adjustable light is best for me.",4.0
"I have had 4 kindles over the years , got to have one to read my books & relax",5.0
"We are so pleased with this tablet. We purchased one for each of our grandsons. They can all use them, play games together and send messages to the grandparents once in awhile.",5.0
I bought this and onother one in blue. The kids love it.,5.0
I purchased these tablets for my grandchildren after purchasing 1 for another grandchild in October. They love them and their parents love being able to dictate how they use them.,5.0
1st kindle screen failed & had to reboot often. Customer Service couldn't fix. Replaced. 2nd one screen reboots often. Customer service offered replace. Just want one that works. Can't get upgrade replacement,2.0
This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one. It has held protected the tablet so many times from them dropping it.,5.0
My only problem with this tablet is if you don't have internet you lose the pictures of the games you have installed and you have to guess to open them.,4.0
I purchased this Kindle for my daughter and she really enjoys using it !!,4.0
"My 5 year old sons love it , Seems to be well made .",5.0
"Great value, a lot of color choices. I was able to boost up the memory for just a little extra but made the apps run so much faster. Love them",5.0
This tablet is great and easy to use. Great way to keep the kids entertain.,4.0
"Product was a Christmas gift, to replace and older Kindle Fire",4.0
We already had a tablet for our son and it was time to get one for our daughter. They are a good learning tool.,4.0
"This is the second one I've bought for my kids. The each have their own tablet now. As a parent I like that I can set limits...such as screen time, reading, videos etc. You can control everything. It can be educational aswell. Their is alot of educational apps on the device to download. Such as wikipedia,farmers almanac etc. Patents should look through and discover apps with the kids to get full use of the tablet. It continues to update regularly.",5.0
I purchased this tablet for my 3 year old and he loves it! Very easy to use and setup.,4.0
Great upgrade/replacement. No problems with it at all.,5.0
Great tablet other than the photo image quality is fuzzy and not the best.,4.0
I love my kindle fire. Its a great reading device.,4.0
This is just what we needed for a you k8d ..the apps are great,4.0
easy to use plenty of space for a kid recommend warranty,5.0
4 year old grand daughter loves it. Good size for her and easy to operate.,5.0
"Over all pretty good product.i am not so sure if it's got Bluetooth connectivity. i've had it for a few months now and kids seem to enjoy it a lot.certainly I recommend to anyone who wants to give their kids the ""best ""gift.",4.0
Bought as a gift but have not had any issues with products purchased from you,4.0
"I use this every day on my commute. Great battery life, no backlight but very readable with normal lighting. I like the built in dictionary. Email yourself pdf or mobi files for easy transfers.",5.0
This is a great tablet because of all the preloaded games and ability to add more for free. It keeps my kids entertained and is the best for learning.,5.0
"Great easy tablet for a reasonable price. Not the most super powerful. It can get the job done for simple tasks such as surfing the web, checking email, playing YouTube, etc. screen is clear and responsive. Great inexpensive tablet",5.0
